"Draw","Date","Winning_Number_1","Winning_Number_2","Winning_Number_3","Winning_Number_4","Winning_Number_5","Winning_Number_6","Additional_Number_","From_Last","Odd","Even","_1-10","_11-20","_21-30","_31-40","_41-50","Division_1_Winners","Division_1_Prize","Division_2_Winners","Division_2_Prize","Division_3_Winners","Division_3_Prize","Division_4_Winners","Division_4_Prize","Division_5_Winners","Division_5_Prize","Division_6_Winners","Division_6_Prize","Division_7_Winners","Division_7_Prize","division_1_total_amount","division_2_total_amount","division_3_total_amount","division_4_total_amount","division_5_total_amount","division_6_total_amount","division_7_total_amount","number_of_winners","total_amount_given"
"3654","22/4/2021","3","17","22","32","38","48","41","17","2","4","1","1","1","2","1","2","5341373","8","133503","461","1593","939","427","21515","50","26588","25","398255","10","10682746","1068024","734373","400953","1075750","664700","3982550","447768","18609096"
"3653","19/4/2021","8","10","16","17","20","43","32","10","2","4","2","3","0","0","1","0","0","2","288024","213","1860","560","386","13324","50","15124","25","244782","10","0","576048","396180","216160","666200","378100","2447820","274005","4680508"
"3652","15/4/2021","10","14","23","25","35","46","39","23","3","3","1","1","2","1","1","0","0","2","167339","133","1730","288","436","6477","50","7874","25","120248","10","0","334678","230090","125568","323850","196850","1202480","135022","2413516"
"3651","12/4/2021","4","23","27","43","48","49","47","","4","2","1","0","2","0","3","0","0","3","90087","75","2478","210","483","4990","50","7119","25","91706","10","0","270261","185850","101430","249500","177975","917060","104103","1902076"
"3650","8/4/2021","7","8","9","14","28","35","4","9","3","3","3","1","1","1","0","1","2934881","6","59686","256","962","750","180","11766","50","20177","25","187054","10","2934881","358116","246272","135000","588300","504425","1870540","220010","6637534"
"3649","5/4/2021","9","11","15","17","25","40","5","11,15","5","1","1","3","1","1","0","0","0","4","64940","150","1191","605","161","7236","50","15737","25","118687","10","0","259760","178650","97405","361800","393425","1186870","142419","2477910"
"3648","1/4/2021","10","11","15","21","29","44","26","15","4","2","1","2","2","0","1","3","3682728","5","224548","560","1379","1273","331","26255","50","33793","25","465680","10","11048184","1122740","772240","421363","1312750","844825","4656800","527569","20178902"
"3647","29/3/2021","14","15","20","23","30","35","39","20","3","3","0","3","2","1","0","0","0","3","199827","237","1739","507","444","12758","50","15097","25","227505","10","0","599481","412143","225108","637900","377425","2275050","256107","4527107"
"3646","25/3/2021","4","16","17","20","22","44","38","20,44","1","5","1","3","1","0","1","0","0","1","333012","138","1660","323","387","7212","50","8182","25","129257","10","0","333012","229080","125001","360600","204550","1292570","145113","2544813"
"3645","22/3/2021","2","12","20","35","37","44","17","2,12","2","4","1","2","0","2","1","0","0","2","135353","78","2387","252","403","4894","50","7268","25","95932","10","0","270706","186186","101556","244700","181700","959320","108426","1944168"
"3644","18/3/2021","2","5","12","24","25","29","3","12","3","3","2","1","3","0","0","1","1199310","8","31561","244","712","633","150","9360","50","13762","25","129262","10","1199310","252488","173728","94950","468000","344050","1292620","153270","3825146"
"3643","15/3/2021","12","15","19","28","35","43","44","12,19","4","2","0","3","1","1","1","1","1291532","1","271902","103","1815","211","484","5687","50","6243","25","105907","10","1291532","271902","186945","102124","284350","156075","1059070","118153","3351998"
"3642","11/3/2021","12","19","26","41","46","47","35","","3","3","0","2","1","0","3","1","1291606","2","135959","100","1870","252","405","5237","50","6930","25","94102","10","1291606","271918","187000","102060","261850","173250","941020","106624","3228704"
"3641","8/3/2021","8","13","17","27","33","40","38","","4","2","1","2","1","2","0","3","2107832","5","211977","312","1534","855","306","16812","50","22050","25","293700","10","6323496","1059885","478608","261630","840600","551250","2937000","333737","12452469"
"3640","4/3/2021","11","12","20","28","30","38","27","","1","5","0","3","2","1","0","0","0","0","0","207","1210","413","331","9967","50","12067","25","163444","10","0","0","250470","136703","498350","301675","1634440","186098","2821638"
"3639","1/3/2021","5","6","7","13","25","37","30","","5","1","3","1","1","1","0","0","0","6","45230","136","1372","364","280","8458","50","9917","25","139177","10","0","271380","186592","101920","422900","247925","1391770","158058","2622487"
"3638","26/2/2021","21","24","40","42","44","48","1","48","1","5","0","0","2","1","3","5","2386178","27","79833","844","1756","2033","398","42397","50","55675","25","754339","10","11930890","2155491","1482064","809134","2119850","1391875","7543390","855320","27432694"
"3637","22/2/2021","3","6","8","11","36","48","1","6","2","4","3","1","0","1","1","0","0","8","44535","223","1099","869","154","12062","50","20463","25","185456","10","0","356280","245077","133826","603100","511575","1854560","219081","3704418"
"3636","18/2/2021","1","4","6","15","40","44","37","40","2","4","3","1","0","1","1","1","3778784","6","74237","217","1412","428","391","10803","50","11247","25","185785","10","3778784","445422","306404","167348","540150","281175","1857850","208487","7377133"
"3635","15/2/2021","9","13","18","20","34","40","36","","2","4","1","3","0","2","0","0","0","4","87530","126","1911","380","346","7015","50","9381","25","136653","10","0","350120","240786","131480","350750","234525","1366530","153559","2674191"
"3634","11/2/2021","10","23","25","28","46","49","36","10,25","3","3","1","0","3","0","2","2","774896","1","326272","157","1429","271","452","6691","50","8285","25","120531","10","1549792","326272","224353","122492","334550","207125","1205310","135938","3969894"
"3633","8/2/2021","9","10","25","27","34","42","29","9","3","3","2","0","2","1","1","4","3126334","14","101482","595","1642","1495","357","30936","50","42419","25","563013","10","12505336","1420748","976990","533715","1546800","1060475","5630130","638476","23674194"
"3632","5/2/2021","8","9","11","24","26","47","34","9","3","3","2","1","2","0","1","0","0","7","173137","562","1483","1241","367","30498","50","33770","25","546604","10","0","1211959","833446","455447","1524900","844250","5466040","612682","10336042"
"3631","1/2/2021","4","6","9","18","27","39","33","6","3","3","3","1","1","1","0","2","2981835","14","47378","383","1191","979","255","18438","50","21639","25","300198","10","5963670","663292","456153","249645","921900","540975","3001980","341653","11797615"
"3630","28/1/2021","6","16","25","32","35","37","22","","3","3","1","1","1","3","0","0","0","3","110592","117","1950","339","367","6408","50","8981","25","119300","10","0","331776","228150","124413","320400","224525","1193000","135148","2422264"
"3629","25/1/2021","8","9","12","17","33","39","48","8,17","4","2","2","2","0","2","0","0","0","1","260447","168","1066","233","420","7861","50","7227","25","132140","10","0","260447","179088","97860","393050","180675","1321400","147630","2432520"
"3628","21/1/2021","8","11","15","17","19","35","45","35","5","1","1","4","0","1","0","1","1173182","4","61747","131","1297","309","300","7796","50","7138","25","127487","10","1173182","246988","169907","92700","389800","178450","1274870","142866","3525897"
"3627","18/1/2021","2","12","23","33","35","37","43","12,23","4","2","1","1","1","3","0","1","1242653","4","65403","112","1606","244","403","5458","50","6444","25","101045","10","1242653","261612","179872","98332","272900","161100","1010450","113308","3226919"
"3626","14/1/2021","12","21","23","25","32","44","42","","3","3","0","1","3","1","1","1","1201368","2","126460","103","1689","243","391","6216","50","6393","25","101522","10","1201368","252920","173967","95013","310800","159825","1015220","114480","3209113"
"3625","11/1/2021","3","5","8","19","26","47","41","","4","2","3","1","1","0","1","2","613498","2","129158","137","1297","244","397","8233","50","6751","25","138562","10","1226996","258316","177689","96868","411650","168775","1385620","153931","3725914"
"3624","7/1/2021","1","7","9","12","32","36","17","12","3","3","3","1","0","2","0","1","1203865","5","50690","132","1321","499","191","8459","50","12650","25","144089","10","1203865","253450","174372","95309","422950","316250","1440890","165835","3907086"
"3623","4/1/2021","4","5","8","12","27","42","14","5,8","2","4","3","1","1","0","1","3","3625796","14","88382","714","1192","1625","286","34985","50","42801","25","590333","10","10877388","1237348","851088","464750","1749250","1070025","5903330","670475","22153179"
"3622","1/1/2021","5","8","13","16","35","47","2","47","4","2","2","2","0","1","1","0","0","6","219457","450","1504","1236","299","23112","50","31922","25","404191","10","0","1316742","676800","369564","1155600","798050","4041910","460917","8358666"
"3621","28/12/2020","32","34","40","45","46","47","25","","2","4","0","0","0","3","3","2","1332561","0","0","115","1988","256","488","5655","50","7341","25","102265","10","2665122","0","228620","124928","282750","183525","1022650","115634","4507595"
"3620","24/12/2020","5","11","19","21","22","37","26","","5","1","1","2","2","1","0","0","0","1","228600","118","1332","287","299","6216","50","8155","25","108176","10","0","228600","157176","85813","310800","203875","1081760","122953","2068024"
"3619","21/12/2020","4","8","15","31","36","39","47","8","3","3","2","1","0","3","0","1","5276378","2","284571","213","1838","453","472","11486","50","13978","25","219869","10","5276378","569142","391494","213816","574300","349450","2198690","246002","9573270"
"3618","17/12/2020","5","8","27","33","35","41","30","","5","1","2","0","1","2","1","0","0","4","75978","144","1451","290","393","6795","50","8912","25","120175","10","0","303912","208944","113970","339750","222800","1201750","136320","2391126"
"3617","14/12/2020","6","21","29","45","47","48","15","","4","2","1","0","2","0","3","0","0","5","92982","99","1652","275","325","4485","50","7099","25","82596","10","0","464910","163548","89375","224250","177475","825960","94559","1945518"
"3616","10/12/2020","10","17","22","23","27","33","34","33","4","2","1","1","3","1","0","1","1078941","0","0","102","1531","237","360","5889","50","6274","25","99499","10","1078941","0","156162","85320","294450","156850","994990","112002","2766713"
"3615","7/12/2020","7","13","14","33","37","48","24","7","4","2","1","2","0","2","1","1","1157744","3","81246","94","1783","205","446","4694","50","6126","25","85693","10","1157744","243738","167602","91430","234700","153150","856930","96816","2905294"
"3614","3/12/2020","1","7","8","11","36","40","31","","3","3","3","1","0","2","0","0","0","6","935751","228","1589","600","330","14359","50","16553","25","253188","10","0","5614506","362292","198000","717950","413825","2531880","284934","9838453"
"3613","30/11/2020","2","3","25","33","35","49","10","2,35","5","1","2","0","1","2","1","0","0","2","159561","98","2239","319","376","5544","50","9120","25","108720","10","0","319122","219422","119944","277200","228000","1087200","123803","2250888"
"3612","26/11/2020","2","5","8","27","35","48","29","","3","3","3","0","1","1","1","0","0","2","112579","104","1489","272","311","5620","50","7193","25","102085","10","0","225158","154856","84592","281000","179825","1020850","115276","1946281"
"3611","23/11/2020","1","7","11","22","30","45","48","22","4","2","2","1","2","0","1","1","1087867","2","114513","130","1212","216","398","6914","50","5901","25","116132","10","1087867","229026","157560","85968","345700","147525","1161320","129296","3214966"
"3610","19/11/2020","3","12","22","23","34","42","49","","2","4","1","1","2","1","1","1","2561272","2","151573","184","1133","243","468","7040","50","7287","25","121342","10","2561272","303146","208472","113724","352000","182175","1213420","136099","4934209"
"3609","16/11/2020","1","2","20","27","36","44","17","","2","4","2","1","1","1","1","0","0","3","78690","68","2387","224","396","4751","50","6879","25","93268","10","0","236070","162316","88704","237550","171975","932680","105193","1829295"
"3608","12/11/2020","9","11","14","22","26","35","20","","3","3","1","2","2","1","0","3","1683320","10","83716","315","1124","900","215","14483","50","22163","25","240422","10","5049960","837160","354060","193500","724150","554075","2404220","278296","10117125"
"3607","9/11/2020","8","12","13","30","37","46","36","","2","4","1","2","1","1","1","0","0","0","0","119","1862","314","385","6422","50","8700","25","122439","10","0","0","221578","120890","321100","217500","1224390","137994","2105458"
"3606","5/11/2020","3","19","25","33","40","44","37","3,44","4","2","1","1","1","2","1","0","0","3","75333","72","2158","216","393","3958","50","5356","25","77107","10","0","225999","155376","84888","197900","133900","771070","86712","1569133"
"3605","2/11/2020","3","36","37","44","48","49","35","37","3","3","1","0","0","2","3","1","2621371","1","320890","142","1554","235","513","5456","50","7422","25","102715","10","2621371","320890","220668","120555","272800","185550","1027150","115972","4768984"
"3604","29/10/2020","10","12","27","37","39","46","13","","3","3","1","1","1","2","1","0","0","1","230978","90","1765","183","474","4349","50","5908","25","83701","10","0","230978","158850","86742","217450","147700","837010","94232","1678730"
"3603","26/10/2020","2","8","11","19","41","49","27","11","4","2","2","2","0","0","2","0","0","2","1425353","142","1519","354","333","7686","50","10106","25","137812","10","0","2850706","215698","117882","384300","252650","1378120","156102","5199356"
"3602","22/10/2020","11","25","28","30","34","36","24","11,25","2","4","0","1","3","2","0","0","0","2","110283","73","2078","173","479","4386","50","5583","25","81827","10","0","220566","151694","82867","219300","139575","818270","92044","1632272"
"3601","19/10/2020","9","10","11","13","20","25","15","","4","2","2","3","1","0","0","2","1255014","10","30464","340","616","895","128","12929","50","16496","25","176491","10","2510028","304640","209440","114560","646450","412400","1764910","207163","5962428"
"3600","15/10/2020","14","27","28","31","46","48","7","14,48","2","4","0","1","2","1","2","0","0","1","223795","61","2523","173","486","3617","50","5693","25","69452","10","0","223795","153903","84078","180850","142325","694520","78997","1479471"
"3599","12/10/2020","1","10","14","40","41","48","30","","2","4","2","1","0","1","2","2","564671","2","118878","317","516","266","336","6241","50","6509","25","88119","10","1129342","237756","163572","89376","312050","162725","881190","101456","2976011"
"3598","8/10/2020","2","3","7","12","21","34","41","7","3","3","3","1","1","1","0","0","0","3","935268","168","1216","314","355","9435","50","8143","25","145882","10","0","2805804","204288","111470","471750","203575","1458820","163945","5255707"
"3597","5/10/2020","7","10","14","15","39","44","1","7,10","3","3","2","2","0","1","1","0","0","2","115539","100","1589","277","313","4691","50","8066","25","89526","10","0","231078","158900","86701","234550","201650","895260","102662","1808139"
"3596","1/10/2020","7","10","11","21","26","48","13","","3","3","2","1","2","0","1","0","0","2","1508018","181","1147","440","258","8657","50","10382","25","145267","10","0","3016036","207607","113520","432850","259550","1452670","164929","5482233"
"3595","28/9/2020","5","16","27","34","41","42","49","","3","3","1","1","1","1","2","0","0","0","0","58","2642","156","536","4013","50","5181","25","76880","10","0","0","153236","83616","200650","129525","768800","86288","1335827"
"3594","24/9/2020","4","31","36","40","45","48","26","","2","4","1","0","0","3","2","0","0","1","2908209","79","2471","180","592","4668","50","6279","25","92965","10","0","2908209","195209","106560","233400","156975","929650","104172","4530003"
"3593","21/9/2020","13","16","17","20","27","38","26","","3","3","0","4","1","1","0","0","0","0","0","90","1695","234","356","4559","50","6326","25","87968","10","0","0","152550","83304","227950","158150","879680","99177","1501634"
"3592","17/9/2020","1","3","9","19","36","39","5","","5","1","3","1","0","2","0","2","507754","16","13362","356","413","703","115","8892","50","13368","25","111483","10","1015508","213792","147028","80845","444600","334200","1114830","134820","3350803"
"3591","14/9/2020","2","11","13","15","28","45","36","15","4","2","1","3","1","0","1","1","1027357","1","216286","83","1792","195","416","4934","50","5512","25","89419","10","1027357","216286","148736","81120","246700","137800","894190","100145","2752189"
