"Draw","Date","Grouping","Number_of_winners","Prize_money"
"3132","1/2/2016","Group 1","0","0"
"3131","28/1/2016","Group 1","1","4969571"
"3130","25/1/2016","Group 1","0","0"
"3129","21/1/2016","Group 1","0","0"
"3128","18/1/2016","Group 1","1","2814695"
"3127","14/1/2016","Group 1","0","0"
"3126","11/1/2016","Group 1","0","0"
"3125","7/1/2016","Group 1","0","0"
"3124","4/1/2016","Group 1","0","0"
"3123","31/12/2015","Group 1","0","0"
"3122","28/12/2015","Group 1","1","4534221"
"3121","24/12/2015","Group 1","0","0"
"3120","21/12/2015","Group 1","0","0"
"3119","17/12/2015","Group 1","1","1091584"
"3118","14/12/2015","Group 1","1","4617220"
"3117","10/12/2015","Group 1","0","0"
"3116","7/12/2015","Group 1","0","0"
"3115","3/12/2015","Group 1","2","3859582"
"3114","30/11/2015","Group 1","0","0"
"3113","26/11/2015","Group 1","0","0"
"3112","23/11/2015","Group 1","0","0"
"3111","19/11/2015","Group 1","1","4590360"
"3110","16/11/2015","Group 1","0","0"
"3109","12/11/2015","Group 1","0","0"
"3108","9/11/2015","Group 1","0","0"
"3107","5/11/2015","Group 1","0","0"
"3106","2/11/2015","Group 1","0","0"
"3105","29/10/2015","Group 1","0","0"
"3104","26/10/2015","Group 1","1","2373626"
"3103","22/10/2015","Group 1","0","0"
"3102","19/10/2015","Group 1","1","4401337"
"3101","15/10/2015","Group 1","0","0"
"3100","12/10/2015","Group 1","0","0"
"3099","8/10/2015","Group 1","1","1051401"
"3098","5/10/2015","Group 1","1","1096179"
"3097","1/10/2015","Group 1","1","4241221"
"3096","28/9/2015","Group 1","0","0"
"3095","24/9/2015","Group 1","0","0"
"3094","21/9/2015","Group 1","4","1077108"
"3093","17/9/2015","Group 1","0","0"
"3092","14/9/2015","Group 1","0","0"
"3091","10/9/2015","Group 1","1","1057094"
"3090","7/9/2015","Group 1","1","2501485"
"3089","3/9/2015","Group 1","0","0"
"3088","31/8/2015","Group 1","2","1256952"
"3087","27/8/2015","Group 1","0","0"
"3086","24/8/2015","Group 1","1","7281576"
"3085","20/8/2015","Group 1","0","0"
"3084","17/8/2015","Group 1","0","0"
"3083","13/8/2015","Group 1","0","0"
"3082","10/8/2015","Group 1","1","2314529"
"3081","6/8/2015","Group 1","0","0"
"3080","3/8/2015","Group 1","4","1062436"
"3079","30/7/2015","Group 1","0","0"
"3078","27/7/2015","Group 1","0","0"
"3077","23/7/2015","Group 1","1","4098115"
"3076","20/7/2015","Group 1","0","0"
"3075","16/7/2015","Group 1","0","0"
"3074","13/7/2015","Group 1","1","1045633"
"3073","9/7/2015","Group 1","1","1040297"
"3072","6/7/2015","Group 1","2","2138108"
"3071","2/7/2015","Group 1","0","0"
"3070","29/6/2015","Group 1","0","0"
"3069","25/6/2015","Group 1","1","2263956"
"3068","22/6/2015","Group 1","0","0"
"3067","18/6/2015","Group 1","2","1174123"
"3066","15/6/2015","Group 1","0","0"
"3065","11/6/2015","Group 1","2","3505578"
"3064","8/6/2015","Group 1","0","0"
"3063","4/6/2015","Group 1","0","0"
"3062","1/6/2015","Group 1","0","0"
"3061","28/5/2015","Group 1","1","2265623"
"3060","25/5/2015","Group 1","0","0"
"3059","21/5/2015","Group 1","1","2291593"
"3058","18/5/2015","Group 1","0","0"
"3057","14/5/2015","Group 1","1","2325270"
"3056","11/5/2015","Group 1","0","0"
"3055","7/5/2015","Group 1","1","1037428"
"3054","4/5/2015","Group 1","1","2433920"
"3053","30/4/2015","Group 1","0","0"
"3052","27/4/2015","Group 1","1","4401912"
"3051","23/4/2015","Group 1","0","0"
"3050","20/4/2015","Group 1","0","0"
"3049","16/4/2015","Group 1","1","2574194"
"3048","13/4/2015","Group 1","0","0"
"3047","9/4/2015","Group 1","3","2452072"
"3046","6/4/2015","Group 1","0","0"
"3045","2/4/2015","Group 1","0","0"
"3044","30/3/2015","Group 1","0","0"
"3043","26/3/2015","Group 1","0","0"
"3042","23/3/2015","Group 1","0","0"
"3041","19/3/2015","Group 1","0","0"
"3040","16/3/2015","Group 1","0","0"
"3039","12/3/2015","Group 1","1","8042310"
"3038","9/3/2015","Group 1","0","0"
"3037","5/3/2015","Group 1","0","0"
"3036","2/3/2015","Group 1","0","0"
"3035","27/2/2015","Group 1","2","6033861"
"3034","23/2/2015","Group 1","3","539834"
"3033","19/2/2015","Group 1","1","1277739"
"3032","16/2/2015","Group 1","2","3779120"
"3031","12/2/2015","Group 1","0","0"
"3030","9/2/2015","Group 1","0","0"
"3029","5/2/2015","Group 1","0","0"
"3028","2/2/2015","Group 1","5","883973"
"3027","29/1/2015","Group 1","0","0"
"3026","26/1/2015","Group 1","0","0"
"3025","22/1/2015","Group 1","1","1000000"
"3024","19/1/2015","Group 1","2","2086876"
"3023","15/1/2015","Group 1","0","0"
"3022","12/1/2015","Group 1","0","0"
"3021","8/1/2015","Group 1","1","2318625"
"3020","5/1/2015","Group 1","0","0"
"3019","1/1/2015","Group 1","1","2414115"
"3018","29/12/2014","Group 1","0","0"
"3017","25/12/2014","Group 1","1","2300345"
"3016","22/12/2014","Group 1","0","0"
"3015","18/12/2014","Group 1","1","2285963"
"3014","15/12/2014","Group 1","0","0"
"3013","11/12/2014","Group 1","1","2332277"
"3012","8/12/2014","Group 1","0","0"
"3011","4/12/2014","Group 1","1","2612587"
"3010","1/12/2014","Group 1","0","0"
"3009","27/11/2014","Group 1","0","0"
"3008","24/11/2014","Group 1","0","0"
"3007","20/11/2014","Group 1","0","0"
"3006","17/11/2014","Group 1","0","0"
"3005","13/11/2014","Group 1","1","6410229"
"3004","10/11/2014","Group 1","0","0"
"3003","6/11/2014","Group 1","0","0"
"3002","3/11/2014","Group 1","0","0"
"3001","30/10/2014","Group 1","1","3712096"
"3000","27/10/2014","Group 1","0","0"
"2999","23/10/2014","Group 1","0","0"
"2998","20/10/2014","Group 1","1","3803159"
"2997","16/10/2014","Group 1","0","0"
"2996","13/10/2014","Group 1","0","0"
"2995","9/10/2014","Group 1","1","2085106"
"3766","19/5/2022","Group 2","7","78069"
"3765","16/5/2022","Group 2","1","336784"
"3764","12/5/2022","Group 2","2","121139"
"3763","9/5/2022","Group 2","5","50066"
"3762","5/5/2022","Group 2","3","113058"
"3761","2/5/2022","Group 2","3","85300"
"3760","28/4/2022","Group 2","3","110152"
"3759","25/4/2022","Group 2","3","83322"
"3758","21/4/2022","Group 2","4","84476"
"3757","18/4/2022","Group 2","1","248616"
"3756","14/4/2022","Group 2","11","108062"
"3755","11/4/2022","Group 2","12","50621"
"3754","7/4/2022","Group 2","7","47300"
"3753","4/4/2022","Group 2","2","129453"
"3752","31/3/2022","Group 2","3","111048"
"3751","28/3/2022","Group 2","3","84174"
"3750","24/3/2022","Group 2","1","242463"
"3749","21/3/2022","Group 2","6","43152"
"3748","17/3/2022","Group 2","5","107186"
"3747","14/3/2022","Group 2","2","168851"
"3746","10/3/2022","Group 2","2","252391"
"3745","7/3/2022","Group 2","0","0"
"3744","3/3/2022","Group 2","4","82461"
"3743","28/2/2022","Group 2","2","131715"
"3742","24/2/2022","Group 2","3","109238"
"3741","21/2/2022","Group 2","3","90202"
"3740","17/2/2022","Group 2","3","90960"
"3739","14/2/2022","Group 2","3","96436"
"3738","11/2/2022","Group 2","42","77154"
"3737","7/2/2022","Group 2","3","172377"
"3736","3/2/2022","Group 2","2","392385"
"3735","31/1/2022","Group 2","0","0"
"3734","27/1/2022","Group 2","4","66318"
"3733","24/1/2022","Group 2","1","253649"
"3732","21/1/2022","Group 2","13","83454"
"3731","17/1/2022","Group 2","2","142127"
"3730","13/1/2022","Group 2","1","257358"
"3729","10/1/2022","Group 2","14","85925"
"3728","7/1/2022","Group 2","11","91600"
"3727","3/1/2022","Group 2","3","122890"
"3726","30/12/2021","Group 2","3","82021"
"3725","27/12/2021","Group 2","2","124812"
"3724","23/12/2021","Group 2","2","251116"
"3723","20/12/2021","Group 2","5","68577"
"3722","16/12/2021","Group 2","3","77843"
"3721","13/12/2021","Group 2","4","61642"
"3720","9/12/2021","Group 2","2","119149"
"3719","6/12/2021","Group 2","2","273205"
"3718","2/12/2021","Group 2","2","156894"
"3717","29/11/2021","Group 2","3","83354"
"3716","25/11/2021","Group 2","2","118363"
"3715","22/11/2021","Group 2","5","71498"
"3714","18/11/2021","Group 2","3","78667"
"3713","15/11/2021","Group 2","9","125589"
"3712","11/11/2021","Group 2","5","105254"
"3711","8/11/2021","Group 2","3","208239"
"3710","4/11/2021","Group 2","0","0"
"3709","1/11/2021","Group 2","8","143734"
"3708","28/10/2021","Group 2","4","137526"
"3707","25/10/2021","Group 2","1","591737"
"3706","21/10/2021","Group 2","0","0"
"3705","18/10/2021","Group 2","13","85912"
"3704","14/10/2021","Group 2","1","542769"
"3703","11/10/2021","Group 2","3","112326"
"3702","7/10/2021","Group 2","3","79941"
"3701","4/10/2021","Group 2","3","83310"
"3700","30/9/2021","Group 2","2","162327"
"3699","27/9/2021","Group 2","1","241919"
"3698","23/9/2021","Group 2","1","543104"
"3697","20/9/2021","Group 2","2","169765"
"3696","16/9/2021","Group 2","1","236648"
"3695","13/9/2021","Group 2","2","170168"
"3694","9/9/2021","Group 2","1","243010"
"3693","6/9/2021","Group 2","1","255491"
"3692","2/9/2021","Group 2","1","235518"
"3691","30/8/2021","Group 2","5","121057"
"3690","26/8/2021","Group 2","0","0"
"3689","23/8/2021","Group 2","2","1566646"
"3688","19/8/2021","Group 2","1","240390"
"3687","16/8/2021","Group 2","4","803281"
"3686","12/8/2021","Group 2","4","61899"
"3685","9/8/2021","Group 2","6","44239"
"3684","5/8/2021","Group 2","4","61585"
"3683","2/8/2021","Group 2","6","58212"
"3682","29/7/2021","Group 2","2","122408"
"3681","26/7/2021","Group 2","5","618075"
"3680","22/7/2021","Group 2","3","80708"
"3679","19/7/2021","Group 2","3","87958"
"3678","15/7/2021","Group 2","4","795711"
"3677","12/7/2021","Group 2","4","64547"
"3676","8/7/2021","Group 2","8","42795"
"3675","5/7/2021","Group 2","5","51159"
"3674","1/7/2021","Group 2","7","48993"
"3673","28/6/2021","Group 2","2","128793"
"3672","24/6/2021","Group 2","5","624113"
"3671","21/6/2021","Group 2","6","42353"
"3670","17/6/2021","Group 2","7","432116"
"3669","14/6/2021","Group 2","1","247721"
"3668","10/6/2021","Group 2","7","46121"
"3667","7/6/2021","Group 2","1","249782"
"3666","3/6/2021","Group 2","2","116287"
"3665","31/5/2021","Group 2","1","241430"
"3664","27/5/2021","Group 2","2","111899"
"3663","24/5/2021","Group 2","7","141051"
"3662","20/5/2021","Group 2","4","117740"
"3661","17/5/2021","Group 2","1","304206"
"3660","13/5/2021","Group 2","2","118801"
"3659","10/5/2021","Group 2","1","491129"
"3658","6/5/2021","Group 2","0","0"
"3657","3/5/2021","Group 2","2","174869"
"3656","29/4/2021","Group 2","2","121923"
"3655","26/4/2021","Group 2","3","82624"
"3654","22/4/2021","Group 2","8","133503"
"3653","19/4/2021","Group 2","2","288024"
"3652","15/4/2021","Group 2","2","167339"
"3651","12/4/2021","Group 2","3","90087"
"3650","8/4/2021","Group 2","6","59686"
"3649","5/4/2021","Group 2","4","64940"
"3648","1/4/2021","Group 2","5","224548"
"3647","29/3/2021","Group 2","3","199827"
"3646","25/3/2021","Group 2","1","333012"
"3645","22/3/2021","Group 2","2","135353"
"3644","18/3/2021","Group 2","8","31561"
"3643","15/3/2021","Group 2","1","271902"
"3642","11/3/2021","Group 2","2","135959"
"3641","8/3/2021","Group 2","5","211977"
"3640","4/3/2021","Group 2","0","0"
"3639","1/3/2021","Group 2","6","45230"
"3638","26/2/2021","Group 2","27","79833"
"3637","22/2/2021","Group 2","8","44535"
"3636","18/2/2021","Group 2","6","74237"
"3635","15/2/2021","Group 2","4","87530"
"3634","11/2/2021","Group 2","1","326272"
"3633","8/2/2021","Group 2","14","101482"
"3632","5/2/2021","Group 2","7","173137"
"3631","1/2/2021","Group 2","14","47378"
"3630","28/1/2021","Group 2","3","110592"
"3629","25/1/2021","Group 2","1","260447"
"3628","21/1/2021","Group 2","4","61747"
"3627","18/1/2021","Group 2","4","65403"
"3626","14/1/2021","Group 2","2","126460"
"3625","11/1/2021","Group 2","2","129158"
"3624","7/1/2021","Group 2","5","50690"
"3623","4/1/2021","Group 2","14","88382"
"3622","1/1/2021","Group 2","6","219457"
"3621","28/12/2020","Group 2","0","0"
"3620","24/12/2020","Group 2","1","228600"
"3619","21/12/2020","Group 2","2","284571"
"3618","17/12/2020","Group 2","4","75978"
"3617","14/12/2020","Group 2","5","92982"
"3616","10/12/2020","Group 2","0","0"
"3615","7/12/2020","Group 2","3","81246"
"3614","3/12/2020","Group 2","6","935751"
"3613","30/11/2020","Group 2","2","159561"
"3612","26/11/2020","Group 2","2","112579"
"3611","23/11/2020","Group 2","2","114513"
"3610","19/11/2020","Group 2","2","151573"
"3609","16/11/2020","Group 2","3","78690"
"3608","12/11/2020","Group 2","10","83716"
"3607","9/11/2020","Group 2","0","0"
"3606","5/11/2020","Group 2","3","75333"
"3605","2/11/2020","Group 2","1","320890"
"3604","29/10/2020","Group 2","1","230978"
"3603","26/10/2020","Group 2","2","1425353"
"3602","22/10/2020","Group 2","2","110283"
"3601","19/10/2020","Group 2","10","30464"
"3600","15/10/2020","Group 2","1","223795"
"3599","12/10/2020","Group 2","2","118878"
"3598","8/10/2020","Group 2","3","935268"
"3597","5/10/2020","Group 2","2","115539"
"3596","1/10/2020","Group 2","2","1508018"
"3595","28/9/2020","Group 2","0","0"
"3594","24/9/2020","Group 2","1","2908209"
"3593","21/9/2020","Group 2","0","0"
"3592","17/9/2020","Group 2","16","13362"
"3591","14/9/2020","Group 2","1","216286"
"3590","10/9/2020","Group 2","6","45203"
"3589","7/9/2020","Group 2","2","109831"
"3588","3/9/2020","Group 2","3","69624"
"3587","31/8/2020","Group 2","2","111959"
"3586","27/8/2020","Group 2","3","852091"
"3585","24/8/2020","Group 2","2","108330"
"3584","20/8/2020","Group 2","1","206440"
"3583","17/8/2020","Group 2","2","135410"
"3582","13/8/2020","Group 2","3","68719"
"3581","10/8/2020","Group 2","3","160255"
"3580","6/8/2020","Group 2","0","0"
"3579","3/8/2020","Group 2","3","72715"
"3578","30/7/2020","Group 2","3","68790"
"3577","27/7/2020","Group 2","5","468312"
"3576","23/7/2020","Group 2","3","64765"
"3575","20/7/2020","Group 2","4","61764"
"3574","16/7/2020","Group 2","2","94119"
"3573","13/7/2020","Group 2","3","77324"
"3572","9/7/2020","Group 2","2","93600"
"3571","6/7/2020","Group 2","2","1098282"
"3570","2/7/2020","Group 2","2","88219"
"3569","29/6/2020","Group 2","2","93485"
"3568","25/6/2020","Group 2","5","60410"
"3567","2/4/2020","Group 2","6","36280"
"3566","30/3/2020","Group 2","2","148334"
"3565","26/3/2020","Group 2","3","74160"
"3564","23/3/2020","Group 2","2","112887"
"3563","19/3/2020","Group 2","13","64250"
"3562","16/3/2020","Group 2","5","93050"
"3561","12/3/2020","Group 2","5","63165"
"3560","9/3/2020","Group 2","2","124108"
"3559","5/3/2020","Group 2","4","81379"
"3558","2/3/2020","Group 2","1","248150"
"3557","27/2/2020","Group 2","5","183490"
"3556","24/2/2020","Group 2","3","159351"
"3555","20/2/2020","Group 2","3","104228"
"3554","17/2/2020","Group 2","2","125926"
"3553","13/2/2020","Group 2","1","318453"
"3552","10/2/2020","Group 2","5","47606"
"3551","7/2/2020","Group 2","20","101649"
"3550","3/2/2020","Group 2","2","214358"
"3549","30/1/2020","Group 2","3","98836"
"3548","27/1/2020","Group 2","2","263841"
"3547","23/1/2020","Group 2","3","123082"
"3546","20/1/2020","Group 2","1","244830"
"3545","17/1/2020","Group 2","15","99569"
"3544","13/1/2020","Group 2","8","62802"
"3543","9/1/2020","Group 2","3","105722"
"3542","6/1/2020","Group 2","1","223267"
"3541","3/1/2020","Group 2","20","44386"
"3540","30/12/2019","Group 2","1","255462"
"3539","26/12/2019","Group 2","5","111256"
"3538","23/12/2019","Group 2","0","0"
"3537","19/12/2019","Group 2","6","1646049"
"3536","16/12/2019","Group 2","4","196636"
"3535","12/12/2019","Group 2","0","0"
"3534","9/12/2019","Group 2","1","239538"
"3533","5/12/2019","Group 2","7","1403996"
"3532","2/12/2019","Group 2","8","57843"
"3531","28/11/2019","Group 2","1","301184"
"3530","25/11/2019","Group 2","3","75506"
"3529","21/11/2019","Group 2","9","97944"
"3528","18/11/2019","Group 2","4","195476"
"3527","14/11/2019","Group 2","0","0"
"3526","11/11/2019","Group 2","1","248214"
"3525","7/11/2019","Group 2","2","238504"
"3524","4/11/2019","Group 2","2","296724"
"3523","31/10/2019","Group 2","0","0"
"3522","28/10/2019","Group 2","10","1014665"
"3521","24/10/2019","Group 2","4","115649"
"3520","21/10/2019","Group 2","4","79394"
"3519","17/10/2019","Group 2","2","109083"
"3518","14/10/2019","Group 2","11","85254"
"3517","10/10/2019","Group 2","1","1030363"
"3516","7/10/2019","Group 2","0","0"
"3515","3/10/2019","Group 2","0","0"
"3514","30/9/2019","Group 2","3","79142"
"3513","26/9/2019","Group 2","10","45119"
"3512","23/9/2019","Group 2","3","180775"
"3511","19/9/2019","Group 2","0","0"
"3510","16/9/2019","Group 2","2","120169"
"3509","12/9/2019","Group 2","2","227341"
"3508","9/9/2019","Group 2","4","80614"
"3507","5/9/2019","Group 2","3","75343"
"3506","2/9/2019","Group 2","3","156891"
"3505","29/8/2019","Group 2","0","0"
"3504","26/8/2019","Group 2","10","998232"
"3503","22/8/2019","Group 2","8","55337"
"3502","19/8/2019","Group 2","4","135927"
"3501","15/8/2019","Group 2","0","0"
"3500","12/8/2019","Group 2","4","117178"
"3499","8/8/2019","Group 2","0","0"
"3498","5/8/2019","Group 2","5","96762"
"3497","1/8/2019","Group 2","7","44754"
"3496","29/7/2019","Group 2","1","236318"
"3495","25/7/2019","Group 2","1","229669"
"3494","22/7/2019","Group 2","2","241027"
"3493","18/7/2019","Group 2","2","155168"
"3492","15/7/2019","Group 2","2","116868"
"3491","11/7/2019","Group 2","4","235386"
"3490","8/7/2019","Group 2","5","95690"
"3489","4/7/2019","Group 2","2","154362"
"3488","1/7/2019","Group 2","3","78795"
"3487","27/6/2019","Group 2","9","49790"
"3486","24/6/2019","Group 2","4","77419"
"3485","20/6/2019","Group 2","1","226699"
"3484","17/6/2019","Group 2","4","139462"
"3483","13/6/2019","Group 2","0","0"
"3482","10/6/2019","Group 2","3","81813"
"3481","6/6/2019","Group 2","2","159664"
"3480","3/6/2019","Group 2","4","60726"
"3479","30/5/2019","Group 2","13","783981"
"3478","27/5/2019","Group 2","5","96008"
"3477","23/5/2019","Group 2","5","111495"
"3476","20/5/2019","Group 2","0","0"
"3475","16/5/2019","Group 2","5","89747"
"3474","13/5/2019","Group 2","11","28847"
"3473","9/5/2019","Group 2","4","57612"
"3472","6/5/2019","Group 2","5","64974"
"3471","2/5/2019","Group 2","3","76977"
"3470","29/4/2019","Group 2","3","164221"
"3469","25/4/2019","Group 2","2","158092"
"3468","22/4/2019","Group 2","1","242583"
"3467","18/4/2019","Group 2","10","58564"
"3466","15/4/2019","Group 2","0","0"
"3465","11/4/2019","Group 2","13","813439"
"3464","8/4/2019","Group 2","3","173508"
"3463","4/4/2019","Group 2","1","322950"
"3462","1/4/2019","Group 2","4","60620"
"3461","28/3/2019","Group 2","10","94494"
"3460","25/3/2019","Group 2","3","166647"
"3459","21/3/2019","Group 2","2","153972"
"3458","18/3/2019","Group 2","5","48996"
"3457","14/3/2019","Group 2","1","481942"
"3456","11/3/2019","Group 2","2","169104"
"3455","7/3/2019","Group 2","2","124654"
"3454","4/3/2019","Group 2","6","90257"
"3453","28/2/2019","Group 2","1","329742"
"3452","25/2/2019","Group 2","1","245840"
"3451","22/2/2019","Group 2","22","104278"
"3450","18/2/2019","Group 2","1","340092"
"3449","14/2/2019","Group 2","3","97300"
"3448","11/2/2019","Group 2","4","79836"
"3447","7/2/2019","Group 2","12","30928"
"3446","4/2/2019","Group 2","3","93539"
"3445","1/2/2019","Group 2","21","47771"
"3444","28/1/2019","Group 2","6","61904"
"3443","24/1/2019","Group 2","2","123932"
"3442","21/1/2019","Group 2","2","181388"
"3441","17/1/2019","Group 2","1","246863"
"3440","14/1/2019","Group 2","9","107325"
"3439","11/1/2019","Group 2","9","101784"
"3438","7/1/2019","Group 2","1","253369"
"3437","3/1/2019","Group 2","13","76332"
"3436","31/12/2018","Group 2","6","85254"
"3435","27/12/2018","Group 2","2","151396"
"3434","24/12/2018","Group 2","2","121045"
"3433","20/12/2018","Group 2","4","110504"
"3432","17/12/2018","Group 2","2","151910"
"3431","13/12/2018","Group 2","1","223547"
"3430","10/12/2018","Group 2","4","76683"
"3429","6/12/2018","Group 2","1","223977"
"3428","3/12/2018","Group 2","2","114256"
"3427","29/11/2018","Group 2","7","41616"
"3426","26/11/2018","Group 2","2","114286"
"3425","22/11/2018","Group 2","5","57208"
"3424","19/11/2018","Group 2","1","228331"
"3423","15/11/2018","Group 2","3","74796"
"3422","12/11/2018","Group 2","2","117351"
"3421","8/11/2018","Group 2","3","151468"
"3420","5/11/2018","Group 2","3","186993"
"3419","1/11/2018","Group 2","0","0"
"3418","29/10/2018","Group 2","4","57160"
"3417","25/10/2018","Group 2","11","81799"
"3416","22/10/2018","Group 2","3","155928"
"3415","18/10/2018","Group 2","1","290852"
